economy,period,lsci_value
Iran (Islamic Republic of),2007Q01,104.94959
Iraq,2007Q01,3.3022299999999998
Ireland,2007Q01,80.30356
Israel,2007Q01,103.33221
Italy,2007Q01,339.86011
Jamaica,2007Q01,97.05549
Japan,2007Q01,523.51584
Jersey,2007Q01,4.75538
Jordan,2007Q01,70.67354
Kenya,2007Q01,60.12438
Kuwait,2007Q01,47.82155
Latvia,2007Q01,33.14347
Lebanon,2007Q01,69.98102
Liberia,2007Q01,15.66398
Libya,2007Q01,47.63017
Lithuania,2007Q01,37.28952
Madagascar,2007Q01,37.24081
Malaysia,2007Q01,415.55422
Maldives,2007Q01,14.36977
Malta,2007Q01,99.56701
Marshall Islands,2007Q01,17.4306
Martinique,2007Q01,38.50757
Mauritania,2007Q01,26.41824
Mauritius,2007Q01,62.46286
Mayotte,2007Q01,20.71032
Mexico,2007Q01,138.60937
Micronesia (Federated States of),2007Q01,12.69349
Montenegro,2007Q01,
Morocco,2007Q01,62.48866
Mozambique,2007Q01,32.07599
Myanmar,2007Q01,15.39064
Namibia,2007Q01,29.2738
Netherlands (Kingdom of the),2007Q01,444.75755
Netherlands Antilles,2007Q01,58.92241
New Caledonia,2007Q01,51.15855
New Zealand,2007Q01,96.23195
Nicaragua,2007Q01,23.7305
Nigeria,2007Q01,87.77958
Norfolk Island,2007Q01,2.6154
Northern Mariana Islands,2007Q01,6.34239
Norway,2007Q01,51.58282
Oman,2007Q01,103.27274
Pakistan,2007Q01,123.76426
Palau,2007Q01,10.64961
Panama,2007Q01,128.8821
Papua New Guinea,2007Q01,37.52758
Peru,2007Q01,84.67117
Philippines,2007Q01,115.49458
Poland,2007Q01,55.69838
Portugal,2007Q01,125.38282
Puerto Rico,2007Q01,74.96478
Qatar,2007Q01,39.18632
Republic of Korea,2007Q01,444.9776
Reunion,2007Q01,45.78136
Romania,2007Q01,67.38356
Russian Federation,2007Q01,137.77154
Saint Kitts and Nevis,2007Q01,12.20994
Saint Lucia,2007Q01,26.60951
Saint Vincent and the Grenadines,2007Q01,30.18209
Samoa,2007Q01,33.17361
Sao Tome and Principe,2007Q01,7.6031200000000005
Saudi Arabia,2007Q01,204.09866
Senegal,2007Q01,63.65646
Serbia and Montenegro,2007Q01,4.59942
Seychelles,2007Q01,24.9884
Sierra Leone,2007Q01,13.05975
Singapore,2007Q01,541.24453
Sint Maarten (Dutch part),2007Q01,
Slovenia,2007Q01,54.41765
Solomon Islands,2007Q01,21.48419
Somalia,2007Q01,14.49054
South Africa,2007Q01,142.53189
Spain,2007Q01,400.39625
Sri Lanka,2007Q01,179.65779
Sudan,2007Q01,
Sudan (...2011),2007Q01,31.05425
Suriname,2007Q01,32.49914
Sweden,2007Q01,118.08925
Syrian Arab Republic,2007Q01,45.37435
Thailand,2007Q01,194.9869
Timor-Leste,2007Q01,3.33778
Togo,2007Q01,50.33522
Tonga,2007Q01,22.10106
Trinidad and Tobago,2007Q01,80.47531
Tunisia,2007Q01,51.22
Turkiye,2007Q01,167.55188
Turks and Caicos Islands,2007Q01,6.2486
Ukraine,2007Q01,59.7284
United Arab Emirates,2007Q01,260.92625
United Kingdom,2007Q01,497.23007
United Republic of Tanzania,2007Q01,55.24202
United States,2007Q01,491.63521
United States Virgin Islands,2007Q01,21.81952
Uruguay,2007Q01,60.50252
Vanuatu,2007Q01,25.75457
Venezuela (Bolivarian Rep. of),2007Q01,116.33259
Viet Nam,2007Q01,142.81712
Wallis and Futuna Islands,2007Q01,5.55929
Yemen,2007Q01,63.69214
Albania,2007Q02,5.47757
Algeria,2007Q02,55.38777
American Samoa,2007Q02,37.85513
Angola,2007Q02,63.17286
Anguilla,2007Q02,9.6588
Antigua and Barbuda,2007Q02,24.66254
Argentina,2007Q02,107.57144
Aruba,2007Q02,24.78666
Australia,2007Q02,146.75145
Bahamas,2007Q02,57.70824
Bahrain,2007Q02,35.79414
Bangladesh,2007Q02,54.78564
Barbados,2007Q02,37.08135
Belgium,2007Q02,428.02048
Belize,2007Q02,12.76625
Benin,2007Q02,42.50915
Bermuda,2007Q02,7.79287
"Bonaire, Sint Eustatius and Saba",2007Q02,
Brazil,2007Q02,166.84275
British Virgin Islands,2007Q02,11.94465
Brunei Darussalam,2007Q02,18.52087
Bulgaria,2007Q02,32.66295
Cabo Verde,2007Q02,15.59917
Cambodia,2007Q02,19.73083
Cameroon,2007Q02,68.05358
Canada,2007Q02,147.09509
Cayman Islands,2007Q02,10.38536
Chile,2007Q02,82.67825
China,2007Q02,779.76603
"China, Hong Kong SAR",2007Q02,563.49155
"China, Taiwan Province of",2007Q02,332.42084
Cocos (Keeling) Islands,2007Q02,3.4796
Colombia,2007Q02,126.41819
Comoros,2007Q02,13.24544
Congo,2007Q02,52.20749
Cook Islands,2007Q02,3.26918
Costa Rica,2007Q02,86.10294
Cote d'Ivoire,2007Q02,72.48068
Croatia,2007Q02,38.57875
Cuba,2007Q02,31.87029
Curacao,2007Q02,
Cyprus,2007Q02,58.42786
Dem. People's Rep. of Korea,2007Q02,2.91804
Dem. Rep. of the Congo,2007Q02,18.03465
Denmark,2007Q02,74.25622
Djibouti,2007Q02,63.66193
Dominica,2007Q02,22.37993
Dominican Republic,2007Q02,112.57005
Ecuador,2007Q02,74.13801
Egypt,2007Q02,216.53099
El Salvador,2007Q02,26.01797
Equatorial Guinea,2007Q02,22.71555
Eritrea,2007Q02,9.99752
Estonia,2007Q02,25.82014
Faroe Islands,2007Q02,12.26472
Fiji,2007Q02,46.37787
Finland,2007Q02,84.00179
France,2007Q02,297.78895
French Guiana,2007Q02,22.38166
French Polynesia,2007Q02,43.80655
Gabon,2007Q02,38.66788
Gambia,2007Q02,13.02704
Georgia,2007Q02,17.15101
Germany,2007Q02,463.76086
Ghana,2007Q02,83.18899
Gibraltar,2007Q02,8.81957
Greece,2007Q02,109.8406
Grenada,2007Q02,29.3091
Guadeloupe,2007Q02,34.67155
Guam,2007Q02,22.96564
Guatemala,2007Q02,86.2676
Guernsey,2007Q02,4.75538
Guinea,2007Q02,29.76118
Guinea-Bissau,2007Q02,14.99285
Guyana,2007Q02,33.21082
Haiti,2007Q02,16.15597
Honduras,2007Q02,61.67881
Iceland,2007Q02,19.32718
India,2007Q02,236.88143
Indonesia,2007Q02,224.2381
Iran (Islamic Republic of),2007Q02,103.49488
Iraq,2007Q02,9.9198
Ireland,2007Q02,79.57775
Israel,2007Q02,105.9261
Italy,2007Q02,329.23351
Jamaica,2007Q02,94.9973
Japan,2007Q02,513.38914
Jersey,2007Q02,4.75538
Jordan,2007Q02,74.67287
Kenya,2007Q02,60.41508
Kuwait,2007Q02,48.93279
Latvia,2007Q02,31.81197
Lebanon,2007Q02,72.00186
Liberia,2007Q02,19.40268
Libya,2007Q02,47.64684
Lithuania,2007Q02,37.00913
Madagascar,2007Q02,28.6542
Malaysia,2007Q02,425.39867
Maldives,2007Q02,18.45771
Malta,2007Q02,108.43828
Marshall Islands,2007Q02,17.4306
Martinique,2007Q02,37.56636
Mauritania,2007Q02,24.58207
Mauritius,2007Q02,66.32872
Mayotte,2007Q02,15.70276
Mexico,2007Q02,143.59074
Micronesia (Federated States of),2007Q02,12.69349
Montenegro,2007Q02,
Montserrat,2007Q02,9.6588
Morocco,2007Q02,70.71218
Mozambique,2007Q02,35.45312
Myanmar,2007Q02,15.39064
Namibia,2007Q02,29.47227
Netherlands (Kingdom of the),2007Q02,448.98612
Netherlands Antilles,2007Q02,62.97268
New Caledonia,2007Q02,50.00669
New Zealand,2007Q02,104.71404
Nicaragua,2007Q02,25.90653
Nigeria,2007Q02,84.12275
Norfolk Island,2007Q02,2.6154
Northern Mariana Islands,2007Q02,6.34239
Norway,2007Q02,52.65881
Oman,2007Q02,106.35241
Pakistan,2007Q02,129.5643
Palau,2007Q02,10.64961
Panama,2007Q02,128.16501
Papua New Guinea,2007Q02,37.47725
Peru,2007Q02,83.87091
Philippines,2007Q02,116.38252
Poland,2007Q02,56.07897
Portugal,2007Q02,125.56559
Puerto Rico,2007Q02,69.9247
Qatar,2007Q02,42.01881
Republic of Korea,2007Q02,443.67611
Reunion,2007Q02,47.28962
Romania,2007Q02,73.18876
Russian Federation,2007Q02,135.90579
Saint Kitts and Nevis,2007Q02,19.00459
Saint Lucia,2007Q02,31.50885
Saint Vincent and the Grenadines,2007Q02,29.17226
Samoa,2007Q02,33.17361
Sao Tome and Principe,2007Q02,7.6031200000000005
Saudi Arabia,2007Q02,206.93512
Senegal,2007Q02,64.86299
Serbia and Montenegro,2007Q02,4.59942
Seychelles,2007Q02,21.9404
Sierra Leone,2007Q02,12.38231
Singapore,2007Q02,548.39886
Sint Maarten (Dutch part),2007Q02,
Slovenia,2007Q02,53.16782
Solomon Islands,2007Q02,21.48419
Somalia,2007Q02,14.49054
South Africa,2007Q02,140.16957
Spain,2007Q02,393.91242
Sri Lanka,2007Q02,189.51424
Sudan,2007Q02,
Sudan (...2011),2007Q02,27.78497
Suriname,2007Q02,33.21082
Sweden,2007Q02,115.024
Syrian Arab Republic,2007Q02,44.75925
Thailand,2007Q02,202.11764
Timor-Leste,2007Q02,3.33778
Togo,2007Q02,50.18554
Tonga,2007Q02,22.10106
Trinidad and Tobago,2007Q02,78.492
Tunisia,2007Q02,52.29113
Turkiye,2007Q02,171.21217
Turks and Caicos Islands,2007Q02,6.2486
Ukraine,2007Q02,63.65087
United Arab Emirates,2007Q02,267.38917
United Kingdom,2007Q02,487.50626
United Republic of Tanzania,2007Q02,60.01484
United States,2007Q02,500.43211
United States Virgin Islands,2007Q02,21.81952
Uruguay,2007Q02,68.47738
Vanuatu,2007Q02,25.75457
Venezuela (Bolivarian Rep. of),2007Q02,116.06676
Viet Nam,2007Q02,147.58078
Wallis and Futuna Islands,2007Q02,5.55929
Yemen,2007Q02,62.63084
Albania,2007Q03,5.03685
Algeria,2007Q03,56.75813
American Samoa,2007Q03,38.54582
Angola,2007Q03,62.73213
Anguilla,2007Q03,9.6588
Antigua and Barbuda,2007Q03,27.57788
Argentina,2007Q03,106.60581
Aruba,2007Q03,26.97298
Australia,2007Q03,146.69969
Bahamas,2007Q03,57.55596
Bahrain,2007Q03,35.86344
Bangladesh,2007Q03,52.34482
Barbados,2007Q03,42.30352
Belgium,2007Q03,428.71161
Belize,2007Q03,10.05469
Benin,2007Q03,42.40695
Bermuda,2007Q03,7.79287
"Bonaire, Sint Eustatius and Saba",2007Q03,
Brazil,2007Q03,165.23199
British Virgin Islands,2007Q03,14.7718
Brunei Darussalam,2007Q03,18.52087
Bulgaria,2007Q03,36.53154
Cabo Verde,2007Q03,17.22962
Cambodia,2007Q03,17.44347
Cameroon,2007Q03,66.04755
Canada,2007Q03,144.77282
Cayman Islands,2007Q03,10.38536
Chile,2007Q03,81.44441
China,2007Q03,809.90495
"China, Hong Kong SAR",2007Q03,579.83879
"China, Taiwan Province of",2007Q03,332.48853
Cocos (Keeling) Islands,2007Q03,3.4796
Colombia,2007Q03,131.09054
Comoros,2007Q03,12.98709
Congo,2007Q03,52.67366
Cook Islands,2007Q03,3.26918
Costa Rica,2007Q03,86.95782
Cote d'Ivoire,2007Q03,71.24108
Croatia,2007Q03,37.52204
Cuba,2007Q03,35.02883
Curacao,2007Q03,
Cyprus,2007Q03,57.74814
Dem. People's Rep. of Korea,2007Q03,2.91804
Dem. Rep. of the Congo,2007Q03,17.87506
Denmark,2007Q03,70.76685
Djibouti,2007Q03,65.19205
Dominica,2007Q03,22.37993
Dominican Republic,2007Q03,123.24364
Ecuador,2007Q03,71.16497
Egypt,2007Q03,224.27928
El Salvador,2007Q03,27.16132
Equatorial Guinea,2007Q03,20.01015
Eritrea,2007Q03,15.63346
Estonia,2007Q03,28.18091
Faroe Islands,2007Q03,12.26472
Fiji,2007Q03,52.84418
Finland,2007Q03,82.44192
France,2007Q03,302.79557
French Guiana,2007Q03,22.39881
French Polynesia,2007Q03,48.00126
Gabon,2007Q03,34.51404
Gambia,2007Q03,18.15761
Georgia,2007Q03,16.37474
Germany,2007Q03,471.44926
Ghana,2007Q03,78.1907
Gibraltar,2007Q03,8.81957
Greece,2007Q03,125.31484
Grenada,2007Q03,29.3091
Guadeloupe,2007Q03,34.68488
Guam,2007Q03,22.97715
Guatemala,2007Q03,92.37789
Guernsey,2007Q03,4.75538
Guinea,2007Q03,29.92674
Guinea-Bissau,2007Q03,16.6233
Guyana,2007Q03,33.24234
Haiti,2007Q03,14.3729
Honduras,2007Q03,67.6504
Iceland,2007Q03,19.33573
India,2007Q03,245.19827
Indonesia,2007Q03,222.6103
Iran (Islamic Republic of),2007Q03,99.16761
Iraq,2007Q03,9.9198
Ireland,2007Q03,81.32436
Israel,2007Q03,105.39538
Italy,2007Q03,332.11741
Jamaica,2007Q03,90.01778
Japan,2007Q03,511.04908
Jersey,2007Q03,4.75538
Jordan,2007Q03,72.85471
Kenya,2007Q03,61.92701
Kuwait,2007Q03,49.51651
Latvia,2007Q03,32.52887
Lebanon,2007Q03,74.42505
Liberia,2007Q03,19.40364
Libya,2007Q03,45.96196
Lithuania,2007Q03,37.58824
Madagascar,2007Q03,28.75826
Malaysia,2007Q03,428.1393
Maldives,2007Q03,18.45771
Malta,2007Q03,109.40504
Marshall Islands,2007Q03,17.4306
Martinique,2007Q03,39.38589
Mauritania,2007Q03,16.54747
Mauritius,2007Q03,69.42081
Mayotte,2007Q03,8.64472
Mexico,2007Q03,142.52224
Micronesia (Federated States of),2007Q03,12.69349
Montenegro,2007Q03,
Montserrat,2007Q03,9.6588
Morocco,2007Q03,68.78095
Mozambique,2007Q03,35.62842
Myanmar,2007Q03,15.39064
Namibia,2007Q03,28.12719
Netherlands (Kingdom of the),2007Q03,457.05265
Netherlands Antilles,2007Q03,65.81325
New Caledonia,2007Q03,55.86292
New Zealand,2007Q03,100.55316
Nicaragua,2007Q03,28.17469
Nigeria,2007Q03,82.71262
Norfolk Island,2007Q03,2.6154
Northern Mariana Islands,2007Q03,6.34239
Norway,2007Q03,58.07643
Oman,2007Q03,106.67985
Pakistan,2007Q03,128.57811
Palau,2007Q03,10.64961
Panama,2007Q03,132.14784
Papua New Guinea,2007Q03,39.14963
Peru,2007Q03,83.37679
Philippines,2007Q03,123.28427
Poland,2007Q03,58.52206
Portugal,2007Q03,123.43388
Puerto Rico,2007Q03,72.96697
Qatar,2007Q03,42.01881
Republic of Korea,2007Q03,453.90764
Reunion,2007Q03,46.33517
Romania,2007Q03,81.09388
Russian Federation,2007Q03,139.30464
Saint Kitts and Nevis,2007Q03,21.83174
Saint Lucia,2007Q03,31.50885
Saint Vincent and the Grenadines,2007Q03,26.96351
Samoa,2007Q03,35.63419
Sao Tome and Principe,2007Q03,8.10001
Saudi Arabia,2007Q03,212.61487
Senegal,2007Q03,65.25261
Serbia and Montenegro,2007Q03,4.59942
Seychelles,2007Q03,21.6874
Sierra Leone,2007Q03,12.38328
Singapore,2007Q03,553.57507
Sint Maarten (Dutch part),2007Q03,
Slovenia,2007Q03,53.90964
Solomon Islands,2007Q03,21.48419
Somalia,2007Q03,14.36196
South Africa,2007Q03,149.14166
Spain,2007Q03,395.36961
Sri Lanka,2007Q03,187.91951
Sudan,2007Q03,
Sudan (...2011),2007Q03,36.94568
Suriname,2007Q03,33.24234
Sweden,2007Q03,113.1957
Syrian Arab Republic,2007Q03,54.6117
Thailand,2007Q03,196.51443
Timor-Leste,2007Q03,3.33778
Togo,2007Q03,51.39596
Tonga,2007Q03,18.97805
Trinidad and Tobago,2007Q03,75.75061
Tunisia,2007Q03,45.7931
Turkiye,2007Q03,177.78029
Turks and Caicos Islands,2007Q03,6.2486
Ukraine,2007Q03,70.93951
United Arab Emirates,2007Q03,264.24219
United Kingdom,2007Q03,475.9482
United Republic of Tanzania,2007Q03,64.0844
United States,2007Q03,499.04791
United States Virgin Islands,2007Q03,21.81952
Uruguay,2007Q03,69.73102
Vanuatu,2007Q03,25.75457
Venezuela (Bolivarian Rep. of),2007Q03,120.03297
Viet Nam,2007Q03,152.89993
Wallis and Futuna Islands,2007Q03,5.55929
Yemen,2007Q03,67.47731
Albania,2007Q04,5.19215
Algeria,2007Q04,56.4566
American Samoa,2007Q04,33.62591
Angola,2007Q04,66.54717
Antigua and Barbuda,2007Q04,26.11907
Argentina,2007Q04,106.93817
Aruba,2007Q04,26.97685
Australia,2007Q04,147.4832
Bahamas,2007Q04,61.80077
Bahrain,2007Q04,40.89257
Bangladesh,2007Q04,56.45909
Barbados,2007Q04,32.31506
Belgium,2007Q04,447.6247
Belize,2007Q04,10.05469
Benin,2007Q04,41.97077
Bermuda,2007Q04,7.76387
"Bonaire, Sint Eustatius and Saba",2007Q04,
Brazil,2007Q04,166.2857
British Virgin Islands,2007Q04,10.5586
Brunei Darussalam,2007Q04,19.22832
Bulgaria,2007Q04,33.09802
Cabo Verde,2007Q04,17.22962
Cambodia,2007Q04,20.7526
Cameroon,2007Q04,69.01457
Canada,2007Q04,150.12424
Cayman Islands,2007Q04,10.49078
Chile,2007Q04,78.46387
China,2007Q04,824.08525
"China, Hong Kong SAR",2007Q04,587.81682
"China, Taiwan Province of",2007Q04,330.94063
Colombia,2007Q04,138.61648
Comoros,2007Q04,12.98709
Congo,2007Q04,56.18623
Costa Rica,2007Q04,84.26562
Cote d'Ivoire,2007Q04,75.48518
Croatia,2007Q04,40.52016
Cuba,2007Q04,34.68179
Curacao,2007Q04,
Cyprus,2007Q04,67.18926
Dem. People's Rep. of Korea,2007Q04,5.34069
Dem. Rep. of the Congo,2007Q04,17.82411
Denmark,2007Q04,79.26978
Djibouti,2007Q04,62.97857
Dominica,2007Q04,17.14413
Dominican Republic,2007Q04,119.02942
Ecuador,2007Q04,68.1888
Egypt,2007Q04,230.70255
El Salvador,2007Q04,27.16132
Equatorial Guinea,2007Q04,22.28133
Eritrea,2007Q04,10.93103
Estonia,2007Q04,28.18091
Faroe Islands,2007Q04,12.26472
Fiji,2007Q04,45.71956
Finland,2007Q04,82.52696
France,2007Q04,309.49591
French Guiana,2007Q04,16.76046
French Polynesia,2007Q04,47.73823
Gabon,2007Q04,38.18411
Gambia,2007Q04,18.57726
Georgia,2007Q04,17.63231
Germany,2007Q04,479.30075
Ghana,2007Q04,78.23878
Gibraltar,2007Q04,8.81957
Greece,2007Q04,130.95756
Grenada,2007Q04,27.27665
Guadeloupe,2007Q04,32.84549
Guam,2007Q04,22.2613
Guatemala,2007Q04,92.12007
Guernsey,2007Q04,4.75538
Guinea,2007Q04,31.39678
Guinea-Bissau,2007Q04,16.6233
Guyana,2007Q04,36.82683
Haiti,2007Q04,17.83564
Honduras,2007Q04,67.50979
Iceland,2007Q04,19.35722
India,2007Q04,244.83105
Indonesia,2007Q04,237.51072
Iran (Islamic Republic of),2007Q04,103.63777
Iraq,2007Q04,15.51284
Ireland,2007Q04,81.06651
Israel,2007Q04,96.97202
Italy,2007Q04,332.41384
Jamaica,2007Q04,88.23003
Japan,2007Q04,511.48692
Jersey,2007Q04,4.75538
Jordan,2007Q04,69.40188
Kenya,2007Q04,63.05297
Kuwait,2007Q04,51.77502
Latvia,2007Q04,30.67541
Lebanon,2007Q04,76.86537
Liberia,2007Q04,29.10503
Libya,2007Q04,50.06658
Lithuania,2007Q04,36.79775
Madagascar,2007Q04,31.33814
Malaysia,2007Q04,449.88144
Maldives,2007Q04,18.46009
Malta,2007Q04,105.36019
Marshall Islands,2007Q04,13.48903
Martinique,2007Q04,35.71949
Mauritania,2007Q04,16.96712
Mauritius,2007Q04,66.52546
Mayotte,2007Q04,8.64472
Mexico,2007Q04,141.69908
Micronesia (Federated States of),2007Q04,12.24707
Montenegro,2007Q04,
Morocco,2007Q04,89.01286
Mozambique,2007Q04,29.12426
Myanmar,2007Q04,15.78311
Namibia,2007Q04,27.05498
Netherlands (Kingdom of the),2007Q04,468.21603
Netherlands Antilles,2007Q04,58.46436
New Caledonia,2007Q04,53.41982
New Zealand,2007Q04,100.69815
Nicaragua,2007Q04,28.17721
Nigeria,2007Q04,82.19953
Norfolk Island,2007Q04,2.6154
Northern Mariana Islands,2007Q04,12.24707
Norway,2007Q04,61.3203
Oman,2007Q04,107.02558
Pakistan,2007Q04,127.74549
Palau,2007Q04,11.64179
Panama,2007Q04,139.69857
Papua New Guinea,2007Q04,40.271
Paraguay,2007Q04,4.90492
Peru,2007Q04,82.60192
Philippines,2007Q04,128.5365
Poland,2007Q04,47.63202
Portugal,2007Q04,130.19058
Puerto Rico,2007Q04,73.661
Qatar,2007Q04,44.9168
Republic of Korea,2007Q04,465.22853
Reunion,2007Q04,47.48481
Romania,2007Q04,85.89312
Russian Federation,2007Q04,148.46264
Saint Kitts and Nevis,2007Q04,19.46987
Saint Lucia,2007Q04,28.42802
Saint Vincent and the Grenadines,2007Q04,26.40944
Samoa,2007Q04,35.39579
Sao Tome and Principe,2007Q04,8.10001
Saudi Arabia,2007Q04,222.48294
Senegal,2007Q04,63.38714
Serbia and Montenegro,2007Q04,4.59942
Seychelles,2007Q04,20.26514
Sierra Leone,2007Q04,19.72296
Singapore,2007Q04,564.31545
Sint Maarten (Dutch part),2007Q04,
Slovenia,2007Q04,55.3836
Solomon Islands,2007Q04,22.73935
Somalia,2007Q04,14.36196
South Africa,2007Q04,143.67454
Spain,2007Q04,388.36094
Sri Lanka,2007Q04,180.55267
Sudan,2007Q04,
Sudan (...2011),2007Q04,36.81473
Suriname,2007Q04,30.28852
Sweden,2007Q04,110.9309
Syrian Arab Republic,2007Q04,54.56307
Thailand,2007Q04,207.23151
Timor-Leste,2007Q04,3.07194
Togo,2007Q04,47.668260000000004
Tonga,2007Q04,17.64504
Trinidad and Tobago,2007Q04,81.90674
Tunisia,2007Q04,51.94716
Turkiye,2007Q04,182.47404
Turks and Caicos Islands,2007Q04,4.09547
Ukraine,2007Q04,78.81805
United Arab Emirates,2007Q04,274.79919
United Kingdom,2007Q04,474.93863
United Republic of Tanzania,2007Q04,59.18006
United States,2007Q04,482.51993
United States Virgin Islands,2007Q04,18.7602
Uruguay,2007Q04,70.10025
Vanuatu,2007Q04,25.07671
Venezuela (Bolivarian Rep. of),2007Q04,121.1925
Viet Nam,2007Q04,153.70968
Wallis and Futuna Islands,2007Q04,5.55929
Yemen,2007Q04,68.37042
Albania,2008Q01,6.23126
Algeria,2008Q01,57.62161
American Samoa,2008Q01,33.62591
Angola,2008Q01,67.69749
Antigua and Barbuda,2008Q01,27.17216
Argentina,2008Q01,111.31667
Aruba,2008Q01,27.35888
Australia,2008Q01,152.35977
Bahamas,2008Q01,59.00146
Bahrain,2008Q01,41.04559
Bangladesh,2008Q01,50.07063
Barbados,2008Q01,40.71228
Belgium,2008Q01,454.77079
Belize,2008Q01,17.72901
Benin,2008Q01,48.44168
Bermuda,2008Q01,7.78925
"Bonaire, Sint Eustatius and Saba",2008Q01,
Brazil,2008Q01,167.34882
British Virgin Islands,2008Q01,10.5586
Brunei Darussalam,2008Q01,19.22832
Bulgaria,2008Q01,30.63689
Cabo Verde,2008Q01,19.03084
Cambodia,2008Q01,22.39521
Cameroon,2008Q01,69.13975
Canada,2008Q01,152.10464
Cayman Islands,2008Q01,7.24719
Chile,2008Q01,78.61394
China,2008Q01,821.64406
"China, Hong Kong SAR",2008Q01,580.92941
"China, Taiwan Province of",2008Q01,331.44279
Colombia,2008Q01,148.02109
Comoros,2008Q01,5.42048
Congo,2008Q01,59.53571
Costa Rica,2008Q01,86.65613
Cote d'Ivoire,2008Q01,81.18387
Croatia,2008Q01,41.87276
Cuba,2008Q01,34.63346
Curacao,2008Q01,
Cyprus,2008Q01,67.06729
Dem. People's Rep. of Korea,2008Q01,3.35155
Dem. Rep. of the Congo,2008Q01,17.10066
Denmark,2008Q01,79.39401
Djibouti,2008Q01,61.23846
Dominica,2008Q01,17.09663
Dominican Republic,2008Q01,121.68047
Ecuador,2008Q01,66.66479
Egypt,2008Q01,239.33378
El Salvador,2008Q01,27.28572
Equatorial Guinea,2008Q01,22.28659
Eritrea,2008Q01,6.18846
Estonia,2008Q01,27.27827
Faroe Islands,2008Q01,11.58728
Fiji,2008Q01,43.78562
Finland,2008Q01,84.17812
France,2008Q01,314.37605
French Guiana,2008Q01,16.79503
French Polynesia,2008Q01,45.79918
Gabon,2008Q01,38.27016
Gambia,2008Q01,19.92804
Georgia,2008Q01,22.46286
Germany,2008Q01,488.35049
Ghana,2008Q01,78.37459
Gibraltar,2008Q01,8.81957
Greece,2008Q01,125.91575
Grenada,2008Q01,27.28133
Guadeloupe,2008Q01,32.88386
Guam,2008Q01,22.2613
Guatemala,2008Q01,83.05823
Guernsey,2008Q01,4.75538
Guinea,2008Q01,36.76877
Guinea-Bissau,2008Q01,13.65993
Guyana,2008Q01,39.52059
Haiti,2008Q01,19.89737
Honduras,2008Q01,56.93533
Iceland,2008Q01,18.67978
India,2008Q01,245.35157
Indonesia,2008Q01,240.14252
Iran (Islamic Republic of),2008Q01,98.98253
Iraq,2008Q01,15.51284
Ireland,2008Q01,79.98205
Israel,2008Q01,96.81084
Italy,2008Q01,323.11616
Jamaica,2008Q01,82.8804
Japan,2008Q01,504.81498
Jersey,2008Q01,4.75538
Jordan,2008Q01,66.15891
Kenya,2008Q01,59.36853
Kuwait,2008Q01,51.07961
Latvia,2008Q01,27.23609
Lebanon,2008Q01,80.09938
Liberia,2008Q01,25.36633
Libya,2008Q01,52.33726
Lithuania,2008Q01,37.63875
Madagascar,2008Q01,31.34092
Malaysia,2008Q01,453.90342
Maldives,2008Q01,18.46009
Malta,2008Q01,105.1412
Marshall Islands,2008Q01,13.48903
Martinique,2008Q01,35.74648
Mauritania,2008Q01,16.96712
Mauritius,2008Q01,64.20597
Mayotte,2008Q01,8.64472
Mexico,2008Q01,151.41082
Micronesia (Federated States of),2008Q01,12.24707
Montenegro,2008Q01,4.59942
Morocco,2008Q01,96.20185
Mozambique,2008Q01,29.12835
Myanmar,2008Q01,15.78311
Namibia,2008Q01,28.41398
Netherlands (Kingdom of the),2008Q01,459.18398
Netherlands Antilles,2008Q01,61.446
New Caledonia,2008Q01,51.48823
New Zealand,2008Q01,100.05121
Nicaragua,2008Q01,28.22306
Nigeria,2008Q01,88.36154
Norfolk Island,2008Q01,2.6154
Northern Mariana Islands,2008Q01,12.24707
Norway,2008Q01,55.9269
Oman,2008Q01,98.79871
Pakistan,2008Q01,135.1142
Palau,2008Q01,11.64179
Panama,2008Q01,139.64379
Papua New Guinea,2008Q01,40.28099
Paraguay,2008Q01,4.90492
Peru,2008Q01,82.3343
Philippines,2008Q01,124.61847
Poland,2008Q01,47.80112
Portugal,2008Q01,146.33735
Puerto Rico,2008Q01,69.16561
Qatar,2008Q01,44.61812
Republic of Korea,2008Q01,457.7591
Reunion,2008Q01,47.50168
Romania,2008Q01,87.37317
Russian Federation,2008Q01,151.50726
Saint Kitts and Nevis,2008Q01,19.48214
Saint Lucia,2008Q01,28.4327
Saint Vincent and the Grenadines,2008Q01,28.6106
Samoa,2008Q01,34.24772
Sao Tome and Principe,2008Q01,7.01533
Saudi Arabia,2008Q01,220.27869
Senegal,2008Q01,61.63109
Serbia and Montenegro,2008Q01,
Seychelles,2008Q01,19.86646
Sierra Leone,2008Q01,20.40041
Singapore,2008Q01,576.0372
Sint Maarten (Dutch part),2008Q01,
Slovenia,2008Q01,58.50666
Solomon Islands,2008Q01,22.74934
Somalia,2008Q01,14.36196
South Africa,2008Q01,146.64966
Spain,2008Q01,385.79673
