economy,period,lsci_value
Palau,2022Q02,6.88093
Panama,2022Q02,198.15409
Papua New Guinea,2022Q02,44.55915
Paraguay,2022Q02,8.75532
Peru,2022Q02,113.36405
Philippines,2022Q02,144.51983
Poland,2022Q02,121.64647
Portugal,2022Q02,168.02993
Puerto Rico,2022Q02,45.70392
Qatar,2022Q02,90.31989
Republic of Korea,2022Q02,582.03172
Reunion,2022Q02,48.63217
Romania,2022Q02,66.15933
Russian Federation,2022Q02,121.32026
Saint Kitts and Nevis,2022Q02,15.59261
Saint Lucia,2022Q02,23.43592
Saint Vincent and the Grenadines,2022Q02,20.47076
Samoa,2022Q02,32.41542
Sao Tome and Principe,2022Q02,11.5843
Saudi Arabia,2022Q02,231.98763
Senegal,2022Q02,55.02647
Serbia and Montenegro,2022Q02,
Seychelles,2022Q02,26.81295
Sierra Leone,2022Q02,18.67954
Singapore,2022Q02,560.74404
Sint Maarten (Dutch part),2022Q02,32.05246
Slovenia,2022Q02,74.57642
Solomon Islands,2022Q02,28.41361
Somalia,2022Q02,34.54597
South Africa,2022Q02,110.75617
Spain,2022Q02,375.72814
Sri Lanka,2022Q02,235.10234
Sudan,2022Q02,19.94341
Sudan (...2011),2022Q02,
Suriname,2022Q02,38.61101
Sweden,2022Q02,116.92442
Syrian Arab Republic,2022Q02,25.94314
Thailand,2022Q02,244.91302
Timor-Leste,2022Q02,11.54463
Togo,2022Q02,94.94615
Tonga,2022Q02,27.16024
Trinidad and Tobago,2022Q02,58.05515
Tunisia,2022Q02,26.3447
Turkiye,2022Q02,246.85235
Turks and Caicos Islands,2022Q02,4.12978
Tuvalu,2022Q02,4.13937
United Arab Emirates,2022Q02,270.41548
United Kingdom,2022Q02,385.19166
United Republic of Tanzania,2022Q02,49.16916
United States,2022Q02,533.46816
United States Virgin Islands,2022Q02,19.28174
Uruguay,2022Q02,92.09841
Vanuatu,2022Q02,23.28663
Venezuela (Bolivarian Rep. of),2022Q02,24.81631
Viet Nam,2022Q02,370.74614
Wallis and Futuna Islands,2022Q02,5.13057
Yemen,2022Q02,25.71617
Albania,2022Q03,12.7547
Algeria,2022Q03,61.28789
American Samoa,2022Q03,28.23914
Angola,2022Q03,55.97424
Antigua and Barbuda,2022Q03,26.0692
Argentina,2022Q03,99.01383
Aruba,2022Q03,21.42269
Australia,2022Q03,148.53921
Bahamas,2022Q03,82.48889
Bahrain,2022Q03,28.25473
Bangladesh,2022Q03,85.02736
Barbados,2022Q03,33.65926
Belgium,2022Q03,356.39504
Belize,2022Q03,18.55609
Benin,2022Q03,74.47092
Bermuda,2022Q03,7.98463
"Bonaire, Sint Eustatius and Saba",2022Q03,10.45382
Brazil,2022Q03,124.46359
British Virgin Islands,2022Q03,8.28277
Brunei Darussalam,2022Q03,22.058230000000002
Bulgaria,2022Q03,27.0932
Cabo Verde,2022Q03,11.49528
Cambodia,2022Q03,35.55685
Cameroon,2022Q03,59.03266
Canada,2022Q03,161.67895
Cayman Islands,2022Q03,8.45799
Chile,2022Q03,93.00606
China,2022Q03,1154.26405
"China, Hong Kong SAR",2022Q03,403.48954
"China, Taiwan Province of",2022Q03,344.46392
Christmas Island,2022Q03,5.24456
Colombia,2022Q03,173.45974
Comoros,2022Q03,11.05772
Congo,2022Q03,57.75875
Cook Islands,2022Q03,9.32138
Costa Rica,2022Q03,89.48202
Cote d'Ivoire,2022Q03,66.73983
Croatia,2022Q03,64.15034
Cuba,2022Q03,27.93299
Curacao,2022Q03,29.04626
Cyprus,2022Q03,42.16033
Dem. Rep. of the Congo,2022Q03,18.36746
Denmark,2022Q03,88.28284
Djibouti,2022Q03,73.34227
Dominica,2022Q03,24.01769
Dominican Republic,2022Q03,128.86389
Ecuador,2022Q03,107.62065
Egypt,2022Q03,220.34714
El Salvador,2022Q03,22.19671
Equatorial Guinea,2022Q03,35.61991
Eritrea,2022Q03,6.41427
Estonia,2022Q03,32.01695
Faroe Islands,2022Q03,19.84739
Fiji,2022Q03,38.63686
Finland,2022Q03,67.69768
France,2022Q03,248.74944
French Guiana,2022Q03,16.52499
French Polynesia,2022Q03,31.38285
Gabon,2022Q03,34.47825
Gambia,2022Q03,14.17446
Georgia,2022Q03,22.77216
Germany,2022Q03,335.47442
Ghana,2022Q03,94.13404
Gibraltar,2022Q03,7.72412
Greece,2022Q03,182.27377
Greenland,2022Q03,11.63967
Grenada,2022Q03,22.81469
Guadeloupe,2022Q03,39.36903
Guam,2022Q03,22.80827
Guatemala,2022Q03,101.0278
Guernsey,2022Q03,4.95561
Guinea,2022Q03,23.45529
Guinea-Bissau,2022Q03,13.28635
Guyana,2022Q03,33.74035
Haiti,2022Q03,32.36822
Honduras,2022Q03,57.80265
Iceland,2022Q03,25.83295
India,2022Q03,296.37461
Indonesia,2022Q03,221.10968
Iran (Islamic Republic of),2022Q03,60.72397
Iraq,2022Q03,66.91507
Ireland,2022Q03,58.16783
Israel,2022Q03,129.1277
Italy,2022Q03,271.98785
Jamaica,2022Q03,109.50754
Japan,2022Q03,388.77242
Jersey,2022Q03,4.95561
Jordan,2022Q03,69.97991
Kenya,2022Q03,56.83723
Kiribati,2022Q03,16.04899
Kuwait,2022Q03,32.23567
Latvia,2022Q03,35.70595
Lebanon,2022Q03,89.25741
Liberia,2022Q03,15.42972
Libya,2022Q03,54.2274
Lithuania,2022Q03,67.6858
Madagascar,2022Q03,25.54934
Malaysia,2022Q03,480.30373
Maldives,2022Q03,23.44629
Malta,2022Q03,112.07258
Marshall Islands,2022Q03,21.55924
Martinique,2022Q03,43.84879
Mauritania,2022Q03,23.06198
Mauritius,2022Q03,58.53571
Mayotte,2022Q03,16.44283
Mexico,2022Q03,169.95988
Micronesia (Federated States of),2022Q03,14.97334
Montenegro,2022Q03,14.38563
Morocco,2022Q03,235.06422
Mozambique,2022Q03,47.17717
Myanmar,2022Q03,39.11318
Namibia,2022Q03,47.33877
Netherlands (Kingdom of the),2022Q03,387.71765
Netherlands Antilles,2022Q03,
New Caledonia,2022Q03,40.11816
New Zealand,2022Q03,99.84241
Nicaragua,2022Q03,26.39855
Nigeria,2022Q03,92.34835
Niue,2022Q03,5.76222
Norfolk Island,2022Q03,2.50278
Northern Mariana Islands,2022Q03,15.13952
Norway,2022Q03,64.82989
Oman,2022Q03,140.91371
Pakistan,2022Q03,126.96793
Palau,2022Q03,6.88093
Panama,2022Q03,195.68679
Papua New Guinea,2022Q03,46.46523
Paraguay,2022Q03,8.75532
Peru,2022Q03,116.32449
Philippines,2022Q03,154.71328
Poland,2022Q03,119.9603
Portugal,2022Q03,173.02571
Puerto Rico,2022Q03,45.69522
Qatar,2022Q03,99.046
Republic of Korea,2022Q03,598.73692
Reunion,2022Q03,50.18747
Romania,2022Q03,66.97491
Russian Federation,2022Q03,112.76129
Saint Kitts and Nevis,2022Q03,15.59261
Saint Lucia,2022Q03,23.43592
Saint Vincent and the Grenadines,2022Q03,20.47076
Samoa,2022Q03,32.41542
Sao Tome and Principe,2022Q03,11.56563
Saudi Arabia,2022Q03,235.64606
Senegal,2022Q03,59.2987
Serbia and Montenegro,2022Q03,
Seychelles,2022Q03,26.81581
Sierra Leone,2022Q03,18.7325
Singapore,2022Q03,572.70923
Sint Maarten (Dutch part),2022Q03,32.04376
Slovenia,2022Q03,75.27569
Solomon Islands,2022Q03,28.41361
Somalia,2022Q03,32.88543
South Africa,2022Q03,112.35667
Spain,2022Q03,388.08388
Sri Lanka,2022Q03,234.8664
Sudan,2022Q03,19.44941
Sudan (...2011),2022Q03,
Suriname,2022Q03,39.97021
Sweden,2022Q03,119.6584
Syrian Arab Republic,2022Q03,25.94314
Thailand,2022Q03,258.04949
Timor-Leste,2022Q03,8.63111
Togo,2022Q03,92.19033
Tonga,2022Q03,27.16024
Trinidad and Tobago,2022Q03,58.7369
Tunisia,2022Q03,27.43859
Turkiye,2022Q03,250.69411
Turks and Caicos Islands,2022Q03,4.12978
Tuvalu,2022Q03,4.13937
United Arab Emirates,2022Q03,272.81722
United Kingdom,2022Q03,375.8974
United Republic of Tanzania,2022Q03,50.34868
United States,2022Q03,535.56454
United States Virgin Islands,2022Q03,19.28174
Uruguay,2022Q03,92.01192
Vanuatu,2022Q03,23.28663
Venezuela (Bolivarian Rep. of),2022Q03,30.96502
Viet Nam,2022Q03,395.10592
Wallis and Futuna Islands,2022Q03,5.13057
Yemen,2022Q03,25.95253
Albania,2022Q04,11.96664
Algeria,2022Q04,61.35461
American Samoa,2022Q04,28.23914
Angola,2022Q04,56.35522
Antigua and Barbuda,2022Q04,26.0692
Argentina,2022Q04,98.99104
Aruba,2022Q04,19.47313
Australia,2022Q04,150.88304
Bahamas,2022Q04,78.87086
Bahrain,2022Q04,32.754
Bangladesh,2022Q04,86.68242
Barbados,2022Q04,33.66677
Belgium,2022Q04,349.88868
Belize,2022Q04,18.53903
Benin,2022Q04,62.60645
Bermuda,2022Q04,7.98463
Brazil,2022Q04,124.8055
British Virgin Islands,2022Q04,8.28277
Brunei Darussalam,2022Q04,23.89273
Bulgaria,2022Q04,27.01783
Cabo Verde,2022Q04,11.49528
Cambodia,2022Q04,36.92101
Cameroon,2022Q04,59.57829
Canada,2022Q04,160.67024
Cayman Islands,2022Q04,8.45799
Chile,2022Q04,95.80257
China,2022Q04,1175.53833
"China, Hong Kong SAR",2022Q04,400.8686
"China, Taiwan Province of",2022Q04,341.68926
Christmas Island,2022Q04,5.24456
Colombia,2022Q04,176.30732
Comoros,2022Q04,12.21843
Congo,2022Q04,60.89654
Cook Islands,2022Q04,9.32138
Costa Rica,2022Q04,89.43152
Cote d'Ivoire,2022Q04,90.82262
Croatia,2022Q04,64.25747
Cuba,2022Q04,26.58799
Curacao,2022Q04,27.0967
Cyprus,2022Q04,42.52106
Dem. Rep. of the Congo,2022Q04,21.11144
Denmark,2022Q04,87.92284
Djibouti,2022Q04,70.93412000000001
Dominica,2022Q04,24.0252
Dominican Republic,2022Q04,125.95028
Ecuador,2022Q04,110.10234
Egypt,2022Q04,221.84366
El Salvador,2022Q04,22.19671
Equatorial Guinea,2022Q04,35.63295
Eritrea,2022Q04,6.41427
Estonia,2022Q04,32.02141
Faroe Islands,2022Q04,19.84739
Fiji,2022Q04,40.61272
Finland,2022Q04,68.26356
France,2022Q04,251.66807
French Guiana,2022Q04,16.5644
French Polynesia,2022Q04,39.85008
Gabon,2022Q04,35.16154
Gambia,2022Q04,14.50803
Georgia,2022Q04,20.32339
Germany,2022Q04,327.23991
Ghana,2022Q04,95.42528
Gibraltar,2022Q04,7.72412
Greece,2022Q04,185.85437
Greenland,2022Q04,11.63967
Grenada,2022Q04,22.8222
Guadeloupe,2022Q04,39.40844
Guam,2022Q04,22.80789
Guatemala,2022Q04,103.24335
Guernsey,2022Q04,9.73196
Guinea,2022Q04,23.43924
Guinea-Bissau,2022Q04,16.49869
Guyana,2022Q04,33.77233
Haiti,2022Q04,30.18312
Honduras,2022Q04,59.71406
Iceland,2022Q04,25.83295
India,2022Q04,306.99398
Indonesia,2022Q04,242.1881
Iran (Islamic Republic of),2022Q04,60.72397
Iraq,2022Q04,68.37129
Ireland,2022Q04,58.37932
Israel,2022Q04,132.32343
Italy,2022Q04,276.36922
Jamaica,2022Q04,111.97703
Japan,2022Q04,404.03034
Jersey,2022Q04,9.73196
Jordan,2022Q04,68.88869
Kenya,2022Q04,58.75331
Kiribati,2022Q04,16.04899
Kuwait,2022Q04,33.76274
Latvia,2022Q04,32.5533
Lebanon,2022Q04,90.52512
Liberia,2022Q04,14.37606
Libya,2022Q04,52.76111
Lithuania,2022Q04,71.8496
Madagascar,2022Q04,25.56724
Malaysia,2022Q04,483.75289
Maldives,2022Q04,23.42585
Malta,2022Q04,112.23667
Marshall Islands,2022Q04,21.55924
Martinique,2022Q04,43.8882
Mauritania,2022Q04,23.06631
Mauritius,2022Q04,61.47716
Mayotte,2022Q04,16.43794
Mexico,2022Q04,176.14508
Micronesia (Federated States of),2022Q04,14.97297
Montenegro,2022Q04,14.95348
Morocco,2022Q04,238.06112
Mozambique,2022Q04,47.20012
Myanmar,2022Q04,39.03431
Namibia,2022Q04,47.41624
Netherlands (Kingdom of the),2022Q04,388.99214
Netherlands Antilles,2022Q04,
New Caledonia,2022Q04,41.38
New Zealand,2022Q04,101.91052
Nicaragua,2022Q04,26.39855
Nigeria,2022Q04,77.8909
Niue,2022Q04,5.76222
Norfolk Island,2022Q04,2.50278
Northern Mariana Islands,2022Q04,15.13915
Norway,2022Q04,67.08835
Oman,2022Q04,136.93348
Pakistan,2022Q04,127.20611
Palau,2022Q04,6.88055
Panama,2022Q04,200.38808
Papua New Guinea,2022Q04,46.45884
Paraguay,2022Q04,8.75532
Peru,2022Q04,119.23383
Philippines,2022Q04,161.00894
Poland,2022Q04,121.97878
Portugal,2022Q04,175.25885
Puerto Rico,2022Q04,44.52138
Qatar,2022Q04,95.77077
Republic of Korea,2022Q04,596.68213
Reunion,2022Q04,52.95734
Romania,2022Q04,65.69303
Russian Federation,2022Q04,124.48636
Saint Kitts and Nevis,2022Q04,15.60012
Saint Lucia,2022Q04,23.44343
Saint Vincent and the Grenadines,2022Q04,20.47827
Samoa,2022Q04,32.41542
Sao Tome and Principe,2022Q04,11.5843
Saudi Arabia,2022Q04,237.83729
Senegal,2022Q04,55.18045
Serbia and Montenegro,2022Q04,
Seychelles,2022Q04,26.80312
Sierra Leone,2022Q04,18.0875
Singapore,2022Q04,581.68066
Sint Maarten (Dutch part),2022Q04,32.05127
Slovenia,2022Q04,75.11254
Solomon Islands,2022Q04,28.40722
Somalia,2022Q04,33.29922
South Africa,2022Q04,103.31491
Spain,2022Q04,394.33537
Sri Lanka,2022Q04,237.74444
Sudan,2022Q04,22.1154
Sudan (...2011),2022Q04,
Suriname,2022Q04,40.00218
Sweden,2022Q04,111.2277
Syrian Arab Republic,2022Q04,25.67441
Thailand,2022Q04,264.05343
Timor-Leste,2022Q04,8.63111
Togo,2022Q04,91.08803
Tonga,2022Q04,27.16024
Trinidad and Tobago,2022Q04,58.7717
Tunisia,2022Q04,27.4537
Turkiye,2022Q04,263.91456
Turks and Caicos Islands,2022Q04,4.12978
Tuvalu,2022Q04,4.13937
United Arab Emirates,2022Q04,279.44956
United Kingdom,2022Q04,386.02067
United Republic of Tanzania,2022Q04,51.48725
United States,2022Q04,523.46113
United States Virgin Islands,2022Q04,18.64924
Uruguay,2022Q04,92.02073
Vanuatu,2022Q04,23.28663
Venezuela (Bolivarian Rep. of),2022Q04,28.92065
Viet Nam,2022Q04,398.25896
Wallis and Futuna Islands,2022Q04,5.13057
Yemen,2022Q04,20.74499
Albania,2023Q01,11.96842
Algeria,2023Q01,62.19849
American Samoa,2023Q01,29.74623
Angola,2023Q01,56.41519
Antigua and Barbuda,2023Q01,26.14401
Argentina,2023Q01,97.20908
Aruba,2023Q01,18.76961
Australia,2023Q01,148.58764
Bahamas,2023Q01,80.18297
Bahrain,2023Q01,32.77449
Bangladesh,2023Q01,80.56253
Barbados,2023Q01,36.10479
Belgium,2023Q01,345.7167
Belize,2023Q01,18.55609
Benin,2023Q01,63.29567
Bermuda,2023Q01,7.98463
Brazil,2023Q01,126.17275
British Virgin Islands,2023Q01,8.28277
Brunei Darussalam,2023Q01,24.18394
Bulgaria,2023Q01,27.67723
Cabo Verde,2023Q01,11.66312
Cambodia,2023Q01,42.54698
Cameroon,2023Q01,59.25075
Canada,2023Q01,154.29343
Cayman Islands,2023Q01,8.45799
Chile,2023Q01,98.01735
China,2023Q01,1155.72383
"China, Hong Kong SAR",2023Q01,403.79685
"China, Taiwan Province of",2023Q01,342.33013
Christmas Island,2023Q01,5.24456
Colombia,2023Q01,183.99859
Comoros,2023Q01,12.39098
Congo,2023Q01,81.30345
Cook Islands,2023Q01,8.21375
Costa Rica,2023Q01,94.36801
Cote d'Ivoire,2023Q01,91.82265
Croatia,2023Q01,60.35798
Cuba,2023Q01,25.15075
Curacao,2023Q01,26.39319
Cyprus,2023Q01,46.59358
Dem. Rep. of the Congo,2023Q01,21.68676
Denmark,2023Q01,88.56965
Djibouti,2023Q01,76.06171
Dominica,2023Q01,24.1
Dominican Republic,2023Q01,127.97729
Ecuador,2023Q01,106.50836
Egypt,2023Q01,222.89755
El Salvador,2023Q01,22.21253
Equatorial Guinea,2023Q01,34.63086
Eritrea,2023Q01,6.41427
Estonia,2023Q01,35.32923
Faroe Islands,2023Q01,19.85014
Fiji,2023Q01,37.90645
Finland,2023Q01,67.42861
France,2023Q01,250.83334
French Guiana,2023Q01,16.57915
French Polynesia,2023Q01,39.85008
Gabon,2023Q01,35.77646
Gambia,2023Q01,14.29386
Georgia,2023Q01,26.77652
Germany,2023Q01,316.23038
Ghana,2023Q01,98.69339
Greece,2023Q01,187.83448
Greenland,2023Q01,11.63967
Grenada,2023Q01,25.93766
Guadeloupe,2023Q01,40.4609
Guam,2023Q01,22.80789
Guatemala,2023Q01,102.2515
Guernsey,2023Q01,4.95561
Guinea,2023Q01,23.44788
Guinea-Bissau,2023Q01,16.53943
Guyana,2023Q01,34.80164
Haiti,2023Q01,30.18312
Honduras,2023Q01,60.08452
Iceland,2023Q01,25.8307
India,2023Q01,316.23294
Indonesia,2023Q01,254.00872
Iran (Islamic Republic of),2023Q01,60.72397
Iraq,2023Q01,68.08554
Ireland,2023Q01,58.44678
Israel,2023Q01,128.31556
Italy,2023Q01,277.71991
Jamaica,2023Q01,118.0682
Japan,2023Q01,401.73553
Jersey,2023Q01,4.95561
Jordan,2023Q01,71.29825
Kenya,2023Q01,62.38324
Kiribati,2023Q01,16.04899
Kuwait,2023Q01,36.93231
Latvia,2023Q01,37.4745
Lebanon,2023Q01,95.57933
Liberia,2023Q01,15.27071
Libya,2023Q01,53.55949
Lithuania,2023Q01,65.05711
Madagascar,2023Q01,24.79865
Malaysia,2023Q01,479.31388
Maldives,2023Q01,23.38755
Malta,2023Q01,119.29895
Marshall Islands,2023Q01,21.55924
Martinique,2023Q01,42.90834
Mauritania,2023Q01,23.12479
Mauritius,2023Q01,58.04506
Mayotte,2023Q01,13.33295
Mexico,2023Q01,178.40616
Micronesia (Federated States of),2023Q01,14.97297
Montenegro,2023Q01,15.15515
Morocco,2023Q01,244.32753
Mozambique,2023Q01,48.37203
Myanmar,2023Q01,41.36926
Namibia,2023Q01,47.43195
Netherlands (Kingdom of the),2023Q01,390.33482
Netherlands Antilles,2023Q01,
New Caledonia,2023Q01,41.245
New Zealand,2023Q01,101.30932
Nicaragua,2023Q01,26.41437
Nigeria,2023Q01,79.92758
Niue,2023Q01,5.76222
Norfolk Island,2023Q01,2.50278
Northern Mariana Islands,2023Q01,15.13915
Norway,2023Q01,63.69488
Oman,2023Q01,139.64757
Pakistan,2023Q01,134.31918
Palau,2023Q01,6.88055
Panama,2023Q01,195.82775
Papua New Guinea,2023Q01,47.09719
Paraguay,2023Q01,8.75532
Peru,2023Q01,118.1658
Philippines,2023Q01,171.89181
Poland,2023Q01,115.81741
Portugal,2023Q01,172.25729
Puerto Rico,2023Q01,48.02142
Qatar,2023Q01,113.02161
Republic of Korea,2023Q01,601.17692
Reunion,2023Q01,51.38697
Romania,2023Q01,66.84773
Russian Federation,2023Q01,119.50265
Saint Kitts and Nevis,2023Q01,15.60012
Saint Lucia,2023Q01,25.88145
Saint Vincent and the Grenadines,2023Q01,22.91628
Samoa,2023Q01,32.84533
Sao Tome and Principe,2023Q01,11.5843
Saudi Arabia,2023Q01,252.40143
Senegal,2023Q01,54.71515
Serbia and Montenegro,2023Q01,
Seychelles,2023Q01,26.09227
Sierra Leone,2023Q01,18.94504
Singapore,2023Q01,585.30522
Sint Maarten (Dutch part),2023Q01,32.12692
Slovenia,2023Q01,72.37928
Solomon Islands,2023Q01,32.31448
Somalia,2023Q01,32.56267
South Africa,2023Q01,99.57838
Spain,2023Q01,399.39511
Sri Lanka,2023Q01,235.74764
Sudan,2023Q01,24.75693
Sudan (...2011),2023Q01,
Suriname,2023Q01,40.02318
Sweden,2023Q01,111.44524
Syrian Arab Republic,2023Q01,25.98108
Thailand,2023Q01,262.26893
Timor-Leste,2023Q01,10.19495
Togo,2023Q01,91.04324
Tonga,2023Q01,28.20498
Trinidad and Tobago,2023Q01,60.22282
Tunisia,2023Q01,24.21756
Turkiye,2023Q01,272.94641
Turks and Caicos Islands,2023Q01,4.12978
Tuvalu,2023Q01,4.13937
United Arab Emirates,2023Q01,291.27843
United Kingdom,2023Q01,371.4219
United Republic of Tanzania,2023Q01,55.31558
United States,2023Q01,510.40352
United States Virgin Islands,2023Q01,18.64924
Uruguay,2023Q01,93.97409
Vanuatu,2023Q01,23.46861
Venezuela (Bolivarian Rep. of),2023Q01,30.59757
Viet Nam,2023Q01,401.77312
Wallis and Futuna Islands,2023Q01,5.13057
Yemen,2023Q01,21.54061
Albania,2023Q02,11.98092
Algeria,2023Q02,64.67181
American Samoa,2023Q02,28.23276
Angola,2023Q02,56.44999
Antigua and Barbuda,2023Q02,26.14401
Argentina,2023Q02,99.70989
Aruba,2023Q02,18.76961
Australia,2023Q02,152.13369
Bahamas,2023Q02,78.95312
Bahrain,2023Q02,39.2085
Bangladesh,2023Q02,81.61327
Barbados,2023Q02,36.24365
Belgium,2023Q02,357.57582
Belize,2023Q02,18.55108
Benin,2023Q02,62.60475
Bermuda,2023Q02,7.98463
Brazil,2023Q02,134.9215
British Virgin Islands,2023Q02,8.28277
Brunei Darussalam,2023Q02,25.06137
Bulgaria,2023Q02,27.11313
Cabo Verde,2023Q02,11.66312
Cambodia,2023Q02,38.79771
Cameroon,2023Q02,59.62769
Canada,2023Q02,155.21556
Cayman Islands,2023Q02,8.45799
Chile,2023Q02,99.56378
China,2023Q02,1168.00381
"China, Hong Kong SAR",2023Q02,406.3454
"China, Taiwan Province of",2023Q02,348.43033
Christmas Island,2023Q02,5.24456
Colombia,2023Q02,183.08462
Comoros,2023Q02,15.70804
Congo,2023Q02,82.5797
Cook Islands,2023Q02,8.21375
Costa Rica,2023Q02,93.34965
Cote d'Ivoire,2023Q02,96.09879
Croatia,2023Q02,61.45222
Cuba,2023Q02,26.93044
Curacao,2023Q02,26.39319
Cyprus,2023Q02,55.49317
Dem. Rep. of the Congo,2023Q02,23.97894
Denmark,2023Q02,85.63466
Djibouti,2023Q02,76.67422
Dominica,2023Q02,24.09695
Dominican Republic,2023Q02,126.6347
Ecuador,2023Q02,109.73538
Egypt,2023Q02,246.09503
El Salvador,2023Q02,21.98446
Equatorial Guinea,2023Q02,33.95342
Eritrea,2023Q02,6.41427
Estonia,2023Q02,37.321
Faroe Islands,2023Q02,19.84739
Fiji,2023Q02,41.07884
Finland,2023Q02,69.48028
France,2023Q02,258.05497
French Guiana,2023Q02,16.57915
French Polynesia,2023Q02,39.75644
Gabon,2023Q02,35.77391
Gambia,2023Q02,11.99598
Georgia,2023Q02,29.92552
Germany,2023Q02,315.70123
Ghana,2023Q02,102.31839
Greece,2023Q02,191.09939
Greenland,2023Q02,11.63967
Grenada,2023Q02,25.6073
Guadeloupe,2023Q02,40.39727
Guam,2023Q02,22.80789
Guatemala,2023Q02,105.61789
Guernsey,2023Q02,4.95561
Guinea,2023Q02,28.79013
Guinea-Bissau,2023Q02,16.64275
Guyana,2023Q02,35.20556
Haiti,2023Q02,33.15522
Honduras,2023Q02,62.45421
Iceland,2023Q02,25.83295
India,2023Q02,328.0675
Indonesia,2023Q02,229.05844
Iran (Islamic Republic of),2023Q02,60.72397
Iraq,2023Q02,70.69824
Ireland,2023Q02,57.23872
Israel,2023Q02,133.71374
Italy,2023Q02,286.12887
Jamaica,2023Q02,122.64321
Japan,2023Q02,412.80769
Jersey,2023Q02,4.95561
Jordan,2023Q02,75.19628
Kenya,2023Q02,63.50691
Kiribati,2023Q02,16.79517
Kuwait,2023Q02,44.90587
Latvia,2023Q02,41.32854
Lebanon,2023Q02,96.34536
Liberia,2023Q02,17.22782
Libya,2023Q02,50.20511
Lithuania,2023Q02,64.94905
Madagascar,2023Q02,24.86718
Malaysia,2023Q02,496.0048
Maldives,2023Q02,19.21419
Malta,2023Q02,117.6666
Marshall Islands,2023Q02,21.56785
Martinique,2023Q02,42.8447
Mauritania,2023Q02,23.64841
Mauritius,2023Q02,60.54164
Mayotte,2023Q02,15.9645
Mexico,2023Q02,176.46878
Micronesia (Federated States of),2023Q02,14.97297
Montenegro,2023Q02,15.0912
Morocco,2023Q02,238.13235
Mozambique,2023Q02,47.44263
Myanmar,2023Q02,49.11188
Namibia,2023Q02,34.60144
Netherlands (Kingdom of the),2023Q02,399.07664
Netherlands Antilles,2023Q02,
New Caledonia,2023Q02,43.79959
New Zealand,2023Q02,99.10279
Nicaragua,2023Q02,26.1863
Nigeria,2023Q02,79.94637
Niue,2023Q02,5.76222
Norfolk Island,2023Q02,2.50278
Northern Mariana Islands,2023Q02,15.13915
Norway,2023Q02,63.2122
Oman,2023Q02,137.51949
Pakistan,2023Q02,141.69977
Palau,2023Q02,6.88055
Panama,2023Q02,201.20517
Papua New Guinea,2023Q02,49.41792
Paraguay,2023Q02,8.75532
Peru,2023Q02,119.73068
Philippines,2023Q02,176.18339
Poland,2023Q02,120.56489
Portugal,2023Q02,174.79412
Puerto Rico,2023Q02,51.36108
Qatar,2023Q02,115.08808
Republic of Korea,2023Q02,622.05915
Reunion,2023Q02,48.72908
Romania,2023Q02,66.46497
Russian Federation,2023Q02,144.91511
Saint Kitts and Nevis,2023Q02,8.28277
Saint Lucia,2023Q02,26.01223
Saint Vincent and the Grenadines,2023Q02,22.23579
Samoa,2023Q02,32.19082
Sao Tome and Principe,2023Q02,11.5843
Saudi Arabia,2023Q02,270.28303
Senegal,2023Q02,60.12541
Serbia and Montenegro,2023Q02,
Seychelles,2023Q02,24.04027
Sierra Leone,2023Q02,24.34802
Singapore,2023Q02,590.49219
Sint Maarten (Dutch part),2023Q02,31.58026
Slovenia,2023Q02,75.80077
Solomon Islands,2023Q02,30.67411
Somalia,2023Q02,31.54368
South Africa,2023Q02,113.60303
Spain,2023Q02,409.11932
Sri Lanka,2023Q02,247.62485
Sudan,2023Q02,27.99411
Sudan (...2011),2023Q02,
Suriname,2023Q02,40.02984
Sweden,2023Q02,113.0964
Syrian Arab Republic,2023Q02,25.98108
Thailand,2023Q02,262.55005
Timor-Leste,2023Q02,11.91812
Togo,2023Q02,93.57586
Tonga,2023Q02,29.02607
Trinidad and Tobago,2023Q02,59.57591
Tunisia,2023Q02,25.5307
Turkiye,2023Q02,270.86106
Turks and Caicos Islands,2023Q02,4.12978
Tuvalu,2023Q02,5.0505700000000004
Ukraine,2023Q02,6.31251
United Arab Emirates,2023Q02,300.58466
United Kingdom,2023Q02,374.69408
United Republic of Tanzania,2023Q02,57.71789
United States,2023Q02,515.82552
United States Virgin Islands,2023Q02,18.64924
Uruguay,2023Q02,95.27602
Vanuatu,2023Q02,25.0856
Venezuela (Bolivarian Rep. of),2023Q02,30.59757
Viet Nam,2023Q02,399.47465
Wallis and Futuna Islands,2023Q02,5.0505700000000004
Yemen,2023Q02,21.62708
Albania,2023Q03,11.98092
Algeria,2023Q03,67.27559
American Samoa,2023Q03,27.90022
Angola,2023Q03,56.41023
Antigua and Barbuda,2023Q03,26.14141
Argentina,2023Q03,101.1431
Aruba,2023Q03,17.59725
Australia,2023Q03,153.65712
Bahamas,2023Q03,82.36463
Bahrain,2023Q03,23.53873
Bangladesh,2023Q03,87.79073
Barbados,2023Q03,36.29657
Belgium,2023Q03,361.61156
Belize,2023Q03,18.55108
Benin,2023Q03,63.94352
Bermuda,2023Q03,7.98463
Brazil,2023Q03,135.43787
British Virgin Islands,2023Q03,8.28277
Brunei Darussalam,2023Q03,25.46489
Bulgaria,2023Q03,29.4062
Cabo Verde,2023Q03,11.66312
Cambodia,2023Q03,41.86702
Cameroon,2023Q03,60.50415
