Quarter,Quarter Label,Economy,Economy Label,Index (Average Q1 2023 = 100),Index (Average Q1 2023 = 100) Footnote,Index (Average Q1 2023 = 100) Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value,Ranking per quarter,Ranking per quarter Footnote,Ranking per quarter Missing value
2021Q01,"Q1 2021",100,"Bulgaria",21.76801,,,-9.5752,,,-0.215,,,136,,
2021Q01,"Q1 2021",132,"Cabo Verde",11.63901,,,-1.9735,,,0,,,165,,
2021Q01,"Q1 2021",116,"Cambodia",38.13062,,,10.3483,,,-8.7434,,,100,,
2021Q01,"Q1 2021",120,"Cameroon",63.83782,,,18.4588,,,-3.1504,,,73,,
2021Q01,"Q1 2021",124,"Canada",159.21044,,,-2.3999,,,-0.4321,,,32,,
2021Q01,"Q1 2021",136,"Cayman Islands",8.45799,,,-3.7677,,,0,,,170,,
2021Q01,"Q1 2021",152,"Chile",92.42414,,,1.3891,,,1.2979,,,54,,
2021Q01,"Q1 2021",156,"China",1045.98336,,,4.3216,,,1.5279,,,1,,
2021Q01,"Q1 2021",344,"China, Hong Kong SAR",438.58072,,,0.3206,,,0.6314,,,6,,
2021Q01,"Q1 2021",158,"China, Taiwan Province of",359.14332,,,1.2701,,,1.8591,,,12,,
2021Q01,"Q1 2021",162,"Christmas Island",4.34381,,,0,,,0,,,176,,
2021Q01,"Q1 2021",170,"Colombia",181.87224,,,4.8938,,,0.3299,,,28,,
2021Q01,"Q1 2021",174,"Comoros",15.97713,,,-22.2442,,,0.0024,,,151,,
2021Q01,"Q1 2021",178,"Congo",65.26853,,,-11.6024,,,-4.5843,,,72,,
2021Q01,"Q1 2021",184,"Cook Islands",9.32138,,,-3.5965,,,0,,,168,,
2021Q01,"Q1 2021",188,"Costa Rica",93.11319,,,3.0142,,,-0.2355,,,53,,
2021Q01,"Q1 2021",384,"Cote d'Ivoire",71.03977,,,2.6622,,,-0.2452,,,65,,
2021Q01,"Q1 2021",191,"Croatia",60.83448,,,-0.2127,,,-0.2016,,,76,,
2021Q01,"Q1 2021",192,"Cuba",25.54369,,,7.2062,,,0,,,123,,
2021Q01,"Q1 2021",531,"Curacao",31.49967,,,8.7074,,,-0.003,,,113,,
2021Q01,"Q1 2021",196,"Cyprus",52.98062,,,-6.4412,,,0.4161,,,84,,
2021Q01,"Q1 2021",180,"Dem. Rep. of the Congo",19.55223,,,-11.7437,,,-11.7437,,,140,,
2021Q01,"Q1 2021",208,"Denmark",96.80858,,,-0.8791,,,1.0652,,,50,,
2021Q01,"Q1 2021",262,"Djibouti",74.52021,,,0.7555,,,1.3649,,,63,,
2021Q01,"Q1 2021",212,"Dominica",25.36543,,,-0.0093,,,0,,,124,,
2021Q01,"Q1 2021",214,"Dominican Republic",124.79792,,,-3.3728,,,0.043,,,38,,
2021Q01,"Q1 2021",218,"Ecuador",105.90605,,,-5.373,,,-0.9163,,,47,,
2021Q01,"Q1 2021",818,"Egypt",215.1923,,,0.9128,,,-1.0857,,,24,,
2021Q01,"Q1 2021",222,"El Salvador",25.17594,,,-0.5748,,,0.0038,,,125,,
2021Q01,"Q1 2021",226,"Equatorial Guinea",35.53409,,,-0.6372,,,0.012,,,105,,
2021Q01,"Q1 2021",232,"Eritrea",12.21308,,,26.7402,,,26.8993,,,164,,
2021Q01,"Q1 2021",233,"Estonia",31.59153,,,-10.8591,,,-0.0638,,,112,,
2021Q01,"Q1 2021",234,"Faroe Islands",17.03548,,,24.1304,,,-0.099,,,148,,
2021Q01,"Q1 2021",242,"Fiji",35.79303,,,-4.7897,,,0,,,104,,
2021Q01,"Q1 2021",246,"Finland",69.25704,,,0.2198,,,1.6215,,,66,,
2021Q01,"Q1 2021",250,"France",278.78734,,,-2.1733,,,2.5165,,,15,,
2021Q01,"Q1 2021",254,"French Guiana",16.52811,,,-1.0582,,,0,,,149,,
2021Q01,"Q1 2021",258,"French Polynesia",40.26885,,,1.4613,,,0.0145,,,94,,
2021Q01,"Q1 2021",266,"Gabon",32.92731,,,-15.3826,,,-6.5297,,,109,,
2021Q01,"Q1 2021",270,"Gambia",15.47193,,,-0.2015,,,4.3405,,,153,,
2021Q01,"Q1 2021",268,"Georgia",19.59797,,,-12.1395,,,2.4908,,,139,,
2021Q01,"Q1 2021",276,"Germany",337.95601,,,-2.3185,,,1.659,,,14,,
2021Q01,"Q1 2021",288,"Ghana",108.08212,,,15.5054,,,0.2009,,,45,,
2021Q01,"Q1 2021",292,"Gibraltar",7.39482,,,0.0047,,,0,,,173,,
2021Q01,"Q1 2021",300,"Greece",183.89585,,,1.2752,,,-1.2809,,,27,,
2021Q01,"Q1 2021",304,"Greenland",12.72904,,,130.7971,,,0,,,162,,
2021Q01,"Q1 2021",308,"Grenada",24.78575,,,-0.1421,,,0.0362,,,127,,
2021Q01,"Q1 2021",312,"Guadeloupe",52.09228,,,6.5144,,,-3.4649,,,86,,
2021Q01,"Q1 2021",316,"Guam",22.75495,,,-3.3232,,,-0.051,,,133,,
2021Q01,"Q1 2021",320,"Guatemala",101.26974,,,6.2212,,,-2.9661,,,48,,
2021Q01,"Q1 2021",324,"Guinea",20.39687,,,-35.3927,,,-9.4397,,,138,,
2021Q01,"Q1 2021",624,"Guinea-Bissau",9.75814,,,-9.765,,,0,,,167,,
2021Q01,"Q1 2021",328,"Guyana",35.43616,,,-2.9088,,,0.0101,,,106,,
2021Q01,"Q1 2021",332,"Haiti",36.0284,,,-3.4121,,,6.7613,,,102,,
2021Q01,"Q1 2021",340,"Honduras",53.55026,,,11.2115,,,-0.0496,,,81,,
2021Q01,"Q1 2021",352,"Iceland",23.68982,,,11.532,,,0.2736,,,130,,
2021Q01,"Q1 2021",356,"India",267.93199,,,7.8197,,,4.3186,,,17,,
2021Q01,"Q1 2021",360,"Indonesia",196.00276,,,-14.3287,,,-2.3327,,,25,,
2021Q01,"Q1 2021",364,"Iran (Islamic Republic of)",57.13515,,,22.8145,,,0,,,78,,
2021Q01,"Q1 2021",368,"Iraq",76.44153,,,7.7539,,,-3.0391,,,60,,
2021Q01,"Q1 2021",372,"Ireland",55.13761,,,7.882,,,-4.0417,,,80,,
2021Q01,"Q1 2021",376,"Israel",119.60611,,,7.4853,,,1.2032,,,40,,
2021Q01,"Q1 2021",380,"Italy",262.04115,,,-2.4632,,,-4.6767,,,18,,
2021Q01,"Q1 2021",388,"Jamaica",112.74514,,,9.6543,,,4.304,,,44,,
2021Q01,"Q1 2021",392,"Japan",402.42413,,,-2.2137,,,-0.9449,,,8,,
2021Q01,"Q1 2021",400,"Jordan",71.34226,,,5.0082,,,0.6991,,,64,,
2021Q01,"Q1 2021",404,"Kenya",57.63045,,,-4.9493,,,2.1777,,,77,,
2021Q01,"Q1 2021",296,"Kiribati",15.12024,,,-0.3706,,,0,,,154,,
2021Q01,"Q1 2021",414,"Kuwait",34.31414,,,-7.4165,,,-11.5241,,,108,,
2021Q01,"Q1 2021",428,"Latvia",31.86981,,,-6.6894,,,3.8238,,,111,,
2021Q01,"Q1 2021",422,"Lebanon",97.62705,,,-2.0242,,,19.2419,,,49,,
2021Q01,"Q1 2021",430,"Liberia",14.61705,,,-35.2004,,,-24.9775,,,157,,
2021Q01,"Q1 2021",434,"Libya",53.02062,,,-3.238,,,2.0709,,,83,,
2021Q01,"Q1 2021",440,"Lithuania",45.24186,,,-8.9183,,,1.3508,,,93,,
2021Q01,"Q1 2021",450,"Madagascar",24.48786,,,-21.9683,,,-2.567,,,128,,
2021Q01,"Q1 2021",458,"Malaysia",477.96358,,,1.4794,,,0.3316,,,5,,
2021Q01,"Q1 2021",462,"Maldives",18.3573,,,-4.7629,,,-1.9751,,,144,,
2021Q01,"Q1 2021",470,"Malta",121.7819,,,5.7355,,,7.0775,,,39,,
2021Q01,"Q1 2021",584,"Marshall Islands",23.23589,,,3.0031,,,0,,,132,,
2021Q01,"Q1 2021",474,"Martinique",45.33505,,,12.4127,,,0.0198,,,92,,
2021Q01,"Q1 2021",478,"Mauritania",26.55952,,,8.0639,,,21.3327,,,122,,
2021Q01,"Q1 2021",480,"Mauritius",68.3461,,,-7.5732,,,3.4781,,,67,,
2021Q01,"Q1 2021",175,"Mayotte",16.39461,,,-17.8464,,,0.2642,,,150,,
2021Q01,"Q1 2021",484,"Mexico",179.27703,,,0.2369,,,1.8028,,,29,,
2021Q01,"Q1 2021",583,"Micronesia (Federated States of)",14.97334,,,16.7104,,,0,,,156,,
2021Q01,"Q1 2021",499,"Montenegro",15.00743,,,-2.9895,,,-3.1211,,,155,,
2021Q01,"Q1 2021",500,"Montserrat",13.99378,,,0,,,0,,,159,,
2021Q01,"Q1 2021",504,"Morocco",220.14599,,,2.0368,,,4.3967,,,23,,
2021Q01,"Q1 2021",508,"Mozambique",52.49093,,,19.1477,,,10.8214,,,85,,
2021Q01,"Q1 2021",104,"Myanmar",39.95,,,0.2866,,,6.7916,,,96,,
2021Q01,"Q1 2021",516,"Namibia",36.48907,,,-13.4302,,,0.0745,,,101,,
2021Q01,"Q1 2021",528,"Netherlands (Kingdom of the)",402.96233,,,-1.0582,,,2.3082,,,7,,
2021Q01,"Q1 2021",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2021Q01,"Q1 2021",540,"New Caledonia",39.33143,,,2.3687,,,0,,,97,,
2021Q01,"Q1 2021",554,"New Zealand",90.26662,,,1.1635,,,-0.0969,,,56,,
2021Q01,"Q1 2021",558,"Nicaragua",30.40279,,,36.138,,,0.0032,,,116,,
2021Q01,"Q1 2021",566,"Nigeria",80.50326,,,-3.6509,,,1.2674,,,59,,
2021Q01,"Q1 2021",570,"Niue",5.76222,,,,,"No value reported or collected",0,,,174,,
2021Q01,"Q1 2021",574,"Norfolk Island",2.50278,,,0,,,0,,,179,,
2021Q01,"Q1 2021",580,"Northern Mariana Islands",15.5541,,,-5.0613,,,0,,,152,,
2021Q01,"Q1 2021",578,"Norway",67.0247,,,-4.4051,,,0.703,,,70,,
2021Q01,"Q1 2021",512,"Oman",146.52181,,,1.8879,,,-4.8917,,,35,,
2021Q01,"Q1 2021",586,"Pakistan",131.09675,,,10.5792,,,6.5063,,,36,,
2021Q01,"Q1 2021",585,"Palau",7.55837,,,-9.4672,,,0,,,172,,
2021Q01,"Q1 2021",591,"Panama",193.47383,,,3.0086,,,0.4213,,,26,,
2021Q01,"Q1 2021",598,"Papua New Guinea",46.04452,,,5.7201,,,-0.1691,,,91,,
2021Q01,"Q1 2021",600,"Paraguay",8.75532,,,0,,,0,,,169,,
2021Q01,"Q1 2021",604,"Peru",115.51324,,,-4.1425,,,0.9913,,,42,,
2021Q01,"Q1 2021",608,"Philippines",147.35576,,,-9.6609,,,-4.9201,,,34,,
2021Q01,"Q1 2021",616,"Poland",125.75669,,,-4.9035,,,0.7766,,,37,,
2021Q01,"Q1 2021",620,"Portugal",161.35382,,,9.1699,,,-0.3533,,,31,,
2021Q01,"Q1 2021",630,"Puerto Rico",49.18876,,,6.5402,,,-1.0056,,,87,,
2021Q01,"Q1 2021",634,"Qatar",96.77129,,,12.9331,,,2.2863,,,51,,
2021Q01,"Q1 2021",410,"Republic of Korea",552.7841,,,-1.0958,,,-0.545,,,3,,
2021Q01,"Q1 2021",498,"Republic of Moldova",3.06634,,,0,,,0,,,178,,
2021Q01,"Q1 2021",638,"Reunion",47.2249,,,-12.4037,,,0.0145,,,90,,
2021Q01,"Q1 2021",642,"Romania",61.30354,,,5.8013,,,0.9845,,,75,,
2021Q01,"Q1 2021",643,"Russian Federation",179.27316,,,-1.1351,,,4.7816,,,30,,
2021Q01,"Q1 2021",659,"Saint Kitts and Nevis",17.62494,,,-19.6779,,,0,,,146,,
2021Q01,"Q1 2021",662,"Saint Lucia",21.09624,,,-0.1669,,,0.0426,,,137,,
2021Q01,"Q1 2021",670,"Saint Vincent and the Grenadines",25.15154,,,-0.14,,,0.0357,,,126,,
2021Q01,"Q1 2021",882,"Samoa",32.5647,,,6.8951,,,0.0211,,,110,,
2021Q01,"Q1 2021",678,"Sao Tome and Principe",12.76886,,,0,,,0,,,161,,
2021Q01,"Q1 2021",682,"Saudi Arabia",226.21919,,,6.0409,,,0.2169,,,22,,
2021Q01,"Q1 2021",686,"Senegal",53.50407,,,3.5911,,,-7.6654,,,82,,
2021Q01,"Q1 2021",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2021Q01,"Q1 2021",690,"Seychelles",24.0152,,,-15.4167,,,-0.1547,,,129,,
2021Q01,"Q1 2021",694,"Sierra Leone",17.89937,,,0.2498,,,-41.0729,,,145,,
2021Q01,"Q1 2021",702,"Singapore",581.30325,,,2.5617,,,-1.1719,,,2,,
2021Q01,"Q1 2021",534,"Sint Maarten (Dutch part)",40.23784,,,0.8641,,,6.4569,,,95,,
2021Q01,"Q1 2021",705,"Slovenia",67.45214,,,-9.1361,,,0.0648,,,68,,
2021Q01,"Q1 2021",090,"Solomon Islands",30.49996,,,-1.1285,,,0.0004,,,115,,
2021Q01,"Q1 2021",706,"Somalia",35.07764,,,19.9818,,,5.7751,,,107,,
2021Q01,"Q1 2021",710,"South Africa",114.84315,,,-0.1276,,,1.3146,,,43,,
2021Q01,"Q1 2021",724,"Spain",381.89281,,,3.0391,,,1.2936,,,10,,
2021Q01,"Q1 2021",144,"Sri Lanka",244.98635,,,9.6532,,,0.0835,,,19,,
2021Q01,"Q1 2021",729,"Sudan",22.67345,,,-8.3901,,,-17.263,,,134,,
2021Q01,"Q1 2021",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2021Q01,"Q1 2021",740,"Suriname",38.98056,,,-0.937,,,0.0166,,,98,,
2021Q01,"Q1 2021",752,"Sweden",107.95764,,,-4.4575,,,-1.6863,,,46,,
2021Q01,"Q1 2021",760,"Syrian Arab Republic",29.91469,,,-3.1125,,,-0.2907,,,117,,
2021Q01,"Q1 2021",764,"Thailand",229.87516,,,5.4485,,,-0.6168,,,21,,
2021Q01,"Q1 2021",626,"Timor-Leste",12.22299,,,8.4665,,,8.4665,,,163,,
2021Q01,"Q1 2021",768,"Togo",90.34197,,,8.8532,,,6.7817,,,55,,
2021Q01,"Q1 2021",776,"Tonga",29.2072,,,31.0878,,,0,,,118,,
2021Q01,"Q1 2021",780,"Trinidad and Tobago",62.25133,,,0.3766,,,-1.1313,,,74,,
2021Q01,"Q1 2021",788,"Tunisia",27.73437,,,-19.1211,,,-7.1269,,,120,,
2021Q01,"Q1 2021",792,"Turkiye",231.21556,,,2.3932,,,2.3201,,,20,,
2021Q01,"Q1 2021",796,"Turks and Caicos Islands",4.12978,,,0,,,0,,,177,,
2021Q01,"Q1 2021",798,"Tuvalu",4.36876,,,-13.4996,,,0,,,175,,
2021Q01,"Q1 2021",804,"Ukraine",76.29677,,,16.9461,,,8.1753,,,61,,
2021Q01,"Q1 2021",784,"United Arab Emirates",278.60916,,,0.342,,,0.548,,,16,,
2021Q01,"Q1 2021",826,"United Kingdom",395.58673,,,2.2344,,,0.9223,,,9,,
2021Q01,"Q1 2021",834,"United Republic of Tanzania",48.53721,,,-4.1053,,,1.4252,,,89,,
2021Q01,"Q1 2021",840,"United States",508.45541,,,4.9886,,,3.1037,,,4,,
2021Q01,"Q1 2021",850,"United States Virgin Islands",26.97492,,,18.7859,,,18.7859,,,121,,
2021Q01,"Q1 2021",858,"Uruguay",84.81801,,,2.1446,,,-1.3706,,,58,,
2021Q01,"Q1 2021",548,"Vanuatu",23.48416,,,-0.0404,,,0,,,131,,
2021Q01,"Q1 2021",862,"Venezuela (Bolivarian Rep. of)",38.15181,,,-12.9511,,,-11.0338,,,99,,
2021Q01,"Q1 2021",704,"Viet Nam",345.29501,,,11.5961,,,1.2286,,,13,,
2021Q01,"Q1 2021",887,"Yemen",19.2187,,,-10.9896,,,-2.9104,,,141,,
2021Q02,"Q2 2021",008,"Albania",14.58418,,,-20.5728,,,0,,,158,,
2021Q02,"Q2 2021",012,"Algeria",64.49471,,,-6.0597,,,-4.2631,,,72,,
2021Q02,"Q2 2021",016,"American Samoa",28.38841,,,-0.9463,,,0,,,118,,
2021Q02,"Q2 2021",024,"Angola",55.98627,,,-13.357,,,-1.3614,,,79,,
2021Q02,"Q2 2021",660,"Anguilla",13.99378,,,0,,,0,,,159,,
2021Q02,"Q2 2021",028,"Antigua and Barbuda",18.42568,,,-0.0052,,,0,,,142,,
2021Q02,"Q2 2021",032,"Argentina",99.43241,,,-1.6762,,,2.9216,,,50,,
2021Q02,"Q2 2021",533,"Aruba",31.10931,,,7.3965,,,-1.2393,,,110,,
2021Q02,"Q2 2021",036,"Australia",147.54118,,,6.951,,,-0.682,,,34,,
2021Q02,"Q2 2021",044,"Bahamas",93.11704,,,25.8959,,,5.9371,,,53,,
2021Q02,"Q2 2021",048,"Bahrain",49.17059,,,105.6653,,,0.5404,,,87,,
2021Q02,"Q2 2021",050,"Bangladesh",76.82545,,,20.7279,,,1.9326,,,60,,
2021Q02,"Q2 2021",052,"Barbados",35.93563,,,10.3209,,,0.0096,,,102,,
2021Q02,"Q2 2021",056,"Belgium",364.27097,,,0.1218,,,1.1067,,,11,,
2021Q02,"Q2 2021",084,"Belize",22.89667,,,-17.2521,,,2.1019,,,133,,
2021Q02,"Q2 2021",204,"Benin",66.00246,,,11.742,,,0.0856,,,70,,
2021Q02,"Q2 2021",060,"Bermuda",7.98463,,,0,,,0,,,170,,
2021Q02,"Q2 2021",535,"Bonaire, Sint Eustatius and Saba",9.80039,,,-0.7026,,,0,,,165,,
2021Q02,"Q2 2021",076,"Brazil",119.75904,,,-1.7805,,,0.419,,,40,,
2021Q02,"Q2 2021",092,"British Virgin Islands",17.62494,,,-19.6815,,,0,,,147,,
2021Q02,"Q2 2021",096,"Brunei Darussalam",18.19468,,,-18.2514,,,-2.7232,,,144,,
2021Q02,"Q2 2021",100,"Bulgaria",21.76795,,,-9.3546,,,-0.0003,,,136,,
2021Q02,"Q2 2021",132,"Cabo Verde",11.63901,,,-1.9735,,,0,,,163,,
2021Q02,"Q2 2021",116,"Cambodia",40.36626,,,5.919,,,5.8631,,,96,,
2021Q02,"Q2 2021",120,"Cameroon",64.8957,,,5.2563,,,1.6571,,,71,,
2021Q02,"Q2 2021",124,"Canada",155.68263,,,-3.08,,,-2.2158,,,32,,
2021Q02,"Q2 2021",136,"Cayman Islands",8.45799,,,-3.7677,,,0,,,169,,
2021Q02,"Q2 2021",152,"Chile",92.58166,,,0.7546,,,0.1704,,,55,,
2021Q02,"Q2 2021",156,"China",1086.98791,,,10.6876,,,3.9202,,,1,,
2021Q02,"Q2 2021",344,"China, Hong Kong SAR",441.82148,,,6.0351,,,0.7389,,,6,,
2021Q02,"Q2 2021",158,"China, Taiwan Province of",356.59855,,,2.4177,,,-0.7086,,,12,,
2021Q02,"Q2 2021",162,"Christmas Island",4.34381,,,0,,,0,,,176,,
2021Q02,"Q2 2021",170,"Colombia",178.71613,,,0.3092,,,-1.7353,,,28,,
2021Q02,"Q2 2021",174,"Comoros",15.97713,,,-19.0442,,,0,,,152,,
2021Q02,"Q2 2021",178,"Congo",61.89538,,,-17.1119,,,-5.1681,,,74,,
2021Q02,"Q2 2021",184,"Cook Islands",9.32138,,,-3.5965,,,0,,,167,,
2021Q02,"Q2 2021",188,"Costa Rica",93.23252,,,3.1191,,,0.1282,,,52,,
2021Q02,"Q2 2021",384,"Cote d'Ivoire",70.90287,,,4.6449,,,-0.1927,,,66,,
2021Q02,"Q2 2021",191,"Croatia",60.84234,,,1.835,,,0.0129,,,76,,
2021Q02,"Q2 2021",192,"Cuba",23.92818,,,-6.8659,,,-6.3245,,,130,,
2021Q02,"Q2 2021",531,"Curacao",31.10931,,,7.3965,,,-1.2393,,,110,,
2021Q02,"Q2 2021",196,"Cyprus",48.2553,,,-14.8093,,,-8.919,,,88,,
2021Q02,"Q2 2021",180,"Dem. Rep. of the Congo",19.66169,,,-11.2496,,,0.5598,,,138,,
2021Q02,"Q2 2021",208,"Denmark",93.03162,,,-1.5269,,,-3.9015,,,54,,
2021Q02,"Q2 2021",262,"Djibouti",73.202,,,-4.1195,,,-1.7689,,,64,,
2021Q02,"Q2 2021",212,"Dominica",25.36889,,,0.0042,,,0.0136,,,125,,
2021Q02,"Q2 2021",214,"Dominican Republic",124.35236,,,-2.0233,,,-0.357,,,37,,
2021Q02,"Q2 2021",218,"Ecuador",107.09053,,,-5.7766,,,1.1184,,,47,,
2021Q02,"Q2 2021",818,"Egypt",207.82342,,,-2.9857,,,-3.4243,,,24,,
2021Q02,"Q2 2021",222,"El Salvador",25.17594,,,-0.5748,,,0,,,126,,
2021Q02,"Q2 2021",226,"Equatorial Guinea",35.92321,,,0.1676,,,1.0951,,,103,,
2021Q02,"Q2 2021",232,"Eritrea",6.41427,,,-33.4365,,,-47.4804,,,173,,
2021Q02,"Q2 2021",233,"Estonia",37.61841,,,24.206,,,19.0775,,,100,,
2021Q02,"Q2 2021",234,"Faroe Islands",17.02247,,,48.2942,,,-0.0764,,,149,,
2021Q02,"Q2 2021",242,"Fiji",38.77885,,,2.9133,,,8.3419,,,99,,
2021Q02,"Q2 2021",246,"Finland",69.02374,,,3.3952,,,-0.3369,,,67,,
2021Q02,"Q2 2021",250,"France",271.26227,,,-4.757,,,-2.6992,,,16,,
2021Q02,"Q2 2021",254,"French Guiana",16.52811,,,0.0765,,,0,,,150,,
2021Q02,"Q2 2021",258,"French Polynesia",41.36933,,,2.8128,,,2.7328,,,95,,
2021Q02,"Q2 2021",266,"Gabon",34.24088,,,-2.8218,,,3.9893,,,107,,
2021Q02,"Q2 2021",270,"Gambia",14.92504,,,-0.6789,,,-3.5347,,,157,,
2021Q02,"Q2 2021",268,"Georgia",19.5979,,,1.1898,,,-0.0003,,,140,,
2021Q02,"Q2 2021",276,"Germany",337.72178,,,1.5514,,,-0.0693,,,14,,
2021Q02,"Q2 2021",288,"Ghana",102.30925,,,1.5952,,,-5.3412,,,49,,
2021Q02,"Q2 2021",292,"Gibraltar",6.71703,,,-0.0026,,,-9.1658,,,172,,
2021Q02,"Q2 2021",300,"Greece",185.53885,,,3.1866,,,0.8934,,,27,,
2021Q02,"Q2 2021",304,"Greenland",11.63967,,,111.0451,,,-8.5582,,,162,,
2021Q02,"Q2 2021",308,"Grenada",24.7892,,,-0.1283,,,0.0139,,,128,,
2021Q02,"Q2 2021",312,"Guadeloupe",52.10137,,,-3.1612,,,0.0175,,,82,,
2021Q02,"Q2 2021",316,"Guam",22.75495,,,0.2071,,,0,,,134,,
2021Q02,"Q2 2021",320,"Guatemala",113.78518,,,19.1178,,,12.3585,,,45,,
2021Q02,"Q2 2021",324,"Guinea",21.99745,,,-13.2192,,,7.8471,,,135,,
2021Q02,"Q2 2021",624,"Guinea-Bissau",9.75814,,,-9.765,,,0,,,166,,
2021Q02,"Q2 2021",328,"Guyana",35.43616,,,3.6108,,,0,,,105,,
2021Q02,"Q2 2021",332,"Haiti",36.0398,,,-6.9333,,,0.0316,,,101,,
2021Q02,"Q2 2021",340,"Honduras",53.67898,,,-5.2207,,,0.2404,,,81,,
2021Q02,"Q2 2021",352,"Iceland",23.68548,,,18.3217,,,-0.0183,,,131,,
2021Q02,"Q2 2021",356,"India",269.89922,,,9.6048,,,0.7342,,,17,,
2021Q02,"Q2 2021",360,"Indonesia",198.64756,,,-2.981,,,1.3494,,,25,,
2021Q02,"Q2 2021",364,"Iran (Islamic Republic of)",56.67465,,,21.8247,,,-0.806,,,78,,
2021Q02,"Q2 2021",368,"Iraq",76.08731,,,-0.1523,,,-0.4634,,,61,,
2021Q02,"Q2 2021",372,"Ireland",55.83563,,,15.9759,,,1.266,,,80,,
2021Q02,"Q2 2021",376,"Israel",120.78229,,,1.0201,,,0.9834,,,39,,
2021Q02,"Q2 2021",380,"Italy",265.00016,,,-3.8524,,,1.1292,,,18,,
2021Q02,"Q2 2021",388,"Jamaica",114.03353,,,8.8354,,,1.1427,,,44,,
2021Q02,"Q2 2021",392,"Japan",393.47422,,,-4.7882,,,-2.224,,,9,,
2021Q02,"Q2 2021",400,"Jordan",70.93088,,,5.3239,,,-0.5766,,,65,,
2021Q02,"Q2 2021",404,"Kenya",59.81392,,,3.9873,,,3.7887,,,77,,
2021Q02,"Q2 2021",296,"Kiribati",15.12024,,,-0.3706,,,0,,,154,,
2021Q02,"Q2 2021",414,"Kuwait",34.72532,,,-6.3071,,,1.1983,,,106,,
2021Q02,"Q2 2021",428,"Latvia",28.30843,,,-7.2988,,,-11.1748,,,119,,
2021Q02,"Q2 2021",422,"Lebanon",89.02524,,,4.4835,,,-8.8109,,,56,,
2021Q02,"Q2 2021",430,"Liberia",17.70672,,,-18.8439,,,21.1374,,,145,,
2021Q02,"Q2 2021",434,"Libya",49.40267,,,-12.3497,,,-6.8237,,,85,,
2021Q02,"Q2 2021",440,"Lithuania",42.79536,,,-11.4851,,,-5.4076,,,93,,
2021Q02,"Q2 2021",450,"Madagascar",26.20904,,,-16.4836,,,7.0287,,,124,,
2021Q02,"Q2 2021",458,"Malaysia",479.44753,,,3.432,,,0.3105,,,5,,
2021Q02,"Q2 2021",462,"Maldives",19.63415,,,10.9156,,,6.9555,,,139,,
2021Q02,"Q2 2021",470,"Malta",118.95953,,,12.6629,,,-2.3176,,,41,,
2021Q02,"Q2 2021",584,"Marshall Islands",23.23589,,,3.0031,,,0,,,132,,
2021Q02,"Q2 2021",474,"Martinique",45.34414,,,0.2635,,,0.0201,,,92,,
2021Q02,"Q2 2021",478,"Mauritania",26.84339,,,23.0882,,,1.0688,,,121,,
2021Q02,"Q2 2021",480,"Mauritius",74.76132,,,0.1669,,,9.3864,,,62,,
2021Q02,"Q2 2021",175,"Mayotte",16.28481,,,-18.3966,,,-0.6697,,,151,,
2021Q02,"Q2 2021",484,"Mexico",170.4673,,,-3.7262,,,-4.914,,,30,,
2021Q02,"Q2 2021",583,"Micronesia (Federated States of)",14.97334,,,0,,,0,,,156,,
2021Q02,"Q2 2021",499,"Montenegro",15.00743,,,-2.9369,,,0,,,155,,
2021Q02,"Q2 2021",500,"Montserrat",13.99378,,,0,,,0,,,159,,
2021Q02,"Q2 2021",504,"Morocco",218.02012,,,3.7521,,,-0.9657,,,23,,
2021Q02,"Q2 2021",508,"Mozambique",49.75302,,,11.6631,,,-5.216,,,84,,
2021Q02,"Q2 2021",104,"Myanmar",30.33662,,,-22.5379,,,-24.0635,,,115,,
2021Q02,"Q2 2021",516,"Namibia",35.83868,,,-14.9298,,,-1.7824,,,104,,
2021Q02,"Q2 2021",528,"Netherlands (Kingdom of the)",398.76527,,,4.5997,,,-1.0416,,,7,,
2021Q02,"Q2 2021",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2021Q02,"Q2 2021",540,"New Caledonia",41.41101,,,4.2347,,,5.2873,,,94,,
2021Q02,"Q2 2021",554,"New Zealand",96.34756,,,5.7694,,,6.7366,,,51,,
2021Q02,"Q2 2021",558,"Nicaragua",30.4125,,,36.1815,,,0.032,,,114,,
2021Q02,"Q2 2021",566,"Nigeria",78.52033,,,-5.1217,,,-2.4632,,,59,,
2021Q02,"Q2 2021",570,"Niue",5.76222,,,,,"No value reported or collected",0,,,174,,
2021Q02,"Q2 2021",574,"Norfolk Island",2.50278,,,0,,,0,,,179,,
2021Q02,"Q2 2021",580,"Northern Mariana Islands",15.5541,,,0,,,0,,,153,,
2021Q02,"Q2 2021",578,"Norway",66.0369,,,11.4008,,,-1.4738,,,69,,
2021Q02,"Q2 2021",512,"Oman",144.40887,,,-3.9142,,,-1.4421,,,35,,
